,CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV
55,6313,1,United States,California,Burbank,91504,"34.213049, -118.317651",34.213049,-118.317651,1,N,No,Yes,1.0,Yes,No,Fiber optic,Yes,No,No,0,No,Yes,0,Yes,Mailed check,84.6,84.6,Yes,1,817,2484
56,861,1,United States,California,North Hollywood,91601,"34.1692, -118.372498",34.1692,-118.372498,1,N,No,No,2.0,Yes,Yes,DSL,No,Yes,No,0,No,No,0,Yes,Mailed check,54.4,114.1,,1,81,2556
57,54,1,United States,California,North Hollywood,91605,"34.207295, -118.400022",34.207295,-118.400022,0,Y,No,Yes,34.0,Yes,No,Fiber optic,No,Yes,No,0,Yes,Yes,0,Yes,Electronic check,74.55,1120.3,,1,85,5980
58,7012,1,United States,California,Covina,91722,"34.097345, -117.906736",34.097345,-117.906736,0,Y,No,No,15.0,Yes,No,Fiber optic,No,Yes,No,0,No,No,0,Yes,Electronic check,74.4,1074.3,Yes,1,86,4616
59,207,1,United States,California,Covina,91723,"34.084747, -117.886844",34.084747,-117.886844,1,N,No,No,1.0,Yes,No,DSL,Yes,No,No,0,No,No,0,Yes,Mailed check,48.55,48.55,Yes,1,77,5687
60,3232,1,United States,California,El Monte,91731,"34.079934, -118.046695",34.079934,-118.046695,0,N,Yes,No,2.0,Yes,No,Fiber optic,No,No,No,0,No,No,0,No,Electronic check,925.0,147.15,,1,75,5687
61,6700,1,United States,California,El Monte,91732,"34.074492, -118.01462",34.074492,-118.01462,1,Y,Yes,No,34.0,No,No phone service,DSL,No,Yes,No,0,Yes,No,0,No,Electronic check,40.2,1538.25,Yes,1,65,5828
62,3504,1,United States,California,La Puente,91744,"34.031441, -117.936436",34.031441,-117.936436,0,N,Yes,No,34.0,Yes,No,DSL,No,No,No,0,No,No,0,Yes,Credit card (automatic),44.6,80.55,,1,99,6600
63,5171,1,United States,California,La Puente,91746,"34.038983, -117.991372",34.038983,-117.991372,1,Y,No,No,3.0,No,No phone service,DSL,No,No,Yes,0,No,Yes,0,Yes,Electronic check,41.15,132.2,,1,817,2314
64,2523,1,United States,California,Rowland Heights,91748,"33.976753, -117.897367",33.976753,-117.897367,1,Y,No,No,13.0,Yes,Yes,Fiber optic,No,Yes,Yes,0,Yes,Yes,0,Yes,Electronic check,106.9,1364.3,,1,84,6600
65,4481,1,United States,California,Ontario,91762,"34.057256, -117.667677",34.057256,-117.667677,1,n,No,No,59.0,Yes,No,No,No internet service,No internet service,No internet service,0,No internet service,No internet service,1,No,Mailed check,74.55,1099.6,Yes,1,83,5084
66,3063,1,United States,California,Ontario,91764,"34.074087, -117.605618",34.074087,-117.605618,0,Y,No,No,34.0,Yes,No,Fiber optic,No,No,No,1,Yes,Yes,0,Yes,Electronic check,94.45,1511.2,Yes,1,81,3810
67,4517,1,United States,California,Pomona,91766,"34.042286, -117.756106",34.042286,-117.756106,0,N,No,No,1.0,No,No phone service,DSL,No,No,No,0,No,No,0,No,Bank transfer (automatic),74.55,1538.25,Yes,1,817,5087
68,4207,1,United States,California,Pomona,91768,"34.067932, -117.785168",34.067932,-117.785168,1,N,No,No,1.0,Yes,No,Fiber optic,No,No,No,0,No,No,0,No,Mailed check,74.55,70.6,Yes,1,69,3338
69,4562,1,United States,California,Rosemead,91770,"34.065108, -118.082791",34.065108,-118.082791,0,N,Yes,No,5.0,Yes,Yes,Fiber optic,No,Yes,No,1,No,No,0,Yes,Electronic check,74.55,1538.25,Yes,1,80,3676
70,3127,1,United States,California,San Dimas,91773,"34.102119, -117.815532",34.102119,-117.815532,0,N,Yes,No,52.0,Yes,Yes,Fiber optic,No,Yes,Yes,0,Yes,Yes,0,Yes,Electronic check,74.55,5624.85,Yes,1,65,4839
71,6698,1,United States,California,West Covina,91791,"34.061634, -117.893169",34.061634,-117.893169,1,y,Yes,No,34.0,Yes,No,Fiber optic,No,No,Yes,0,Yes,Yes,0,No,Mailed check,95.15,1779.95,Yes,1,68,4643
72,3967,1,United States,California,Alhambra,91803,"34.074736, -118.145959",34.074736,-118.145959,1,N,Yes,No,1.0,Yes,No,Fiber optic,No,No,No,0,No,No,0,No,Electronic check,74.55,70.0,Yes,1,817,4094
73,2436,1,United States,California,Alpine,91901,"32.827184, -116.703729",32.827184,-116.703729,0,Y,No,No,8.0,Yes,No,Fiber optic,No,Yes,No,0,No,No,0,Yes,Electronic check,74.5,1538.25,Yes,1,80,4345
74,2504,1,United States,California,Bonita,91902,"32.67117, -117.00232",32.67117,-117.00232,0,N,No,No,34.0,Yes,No,DSL,No,No,No,0,No,No,0,Yes,Credit card (automatic),44.85,435.4,,1,83,4061
75,5334,1,United States,California,Boulevard,91905,"32.677097, -116.304991",32.677097,-116.304991,1,Y,No,No,24.0,Yes,Yes,Fiber optic,No,No,No,0,No,No,0,Yes,Electronic check,76.1,1712.7,Yes,1,98,2018
76,4535,1,United States,California,Guatay,91931,"32.857946, -116.561917",32.857946,-116.561917,0,N,No,No,34.0,Yes,No,Fiber optic,Yes,No,No,0,No,No,0,Yes,Mailed check,73.6,73.6,,1,80,2565
77,5757,1,United States,California,Jacumba,91934,"32.649787, -116.2237",32.649787,-116.2237,0,n,No,No,4.0,Yes,Yes,Fiber optic,No,No,No,0,Yes,Yes,0,Yes,Electronic check,925.0,396.1,,1,85,3677
78,163,1,United States,California,Mount Laguna,91948,"32.830852, -116.444601",32.830852,-116.444601,0,Y,Yes,No,638.0,Yes,Yes,Fiber optic,No,No,No,0,No,No,0,Yes,Electronic check,74.55,2303.35,Yes,1,69,4105
79,5355,1,United States,California,Borrego Springs,92004,"33.200369, -116.192313",33.200369,-116.192313,1,N,No,No,5.0,Yes,No,Fiber optic,No,No,No,0,Yes,No,0,Yes,Electronic check,80.6,415.55,Yes,1,69,5715
80,1593,1,United States,California,Carlsbad,92009,"33.098018, -117.258203",33.098018,-117.258203,0,N,Yes,No,34.0,Yes,No,DSL,Yes,Yes,No,1,Yes,Yes,1,No,Credit card (automatic),80.3,3058.65,Yes,1,81,2071
81,1961,1,United States,California,Del Mar,92014,"32.948262, -117.256086",32.948262,-117.256086,1,Y,Yes,No,34.0,Yes,No,Fiber optic,No,No,Yes,0,Yes,Yes,0,Yes,Electronic check,93.15,2231.05,Yes,1,73,2212
82,3542,1,United States,California,El Cajon,92020,"32.79697, -116.969082",32.79697,-116.969082,0,Y,No,No,54.0,Yes,Yes,DSL,Yes,Yes,No,1,Yes,Yes,1,No,Bank transfer (automatic),82.45,4350.1,Yes,1,83,4149
83,4107,1,United States,California,Escondido,92029,"33.079834, -117.134275",33.079834,-117.134275,0,Y,No,No,2.0,Yes,No,Fiber optic,No,No,No,0,No,No,0,Yes,Electronic check,70.35,1538.25,,1,73,2671
84,75,1,United States,California,Oceanside,92057,"33.254497, -117.285879",33.254497,-117.285879,1,N,No,No,34.0,Yes,Yes,Fiber optic,No,No,No,0,No,No,0,Yes,Electronic check,73.85,511.25,Yes,1,67,2473
85,1985,1,United States,California,Pala,92059,"33.384345, -117.072619",33.384345,-117.072619,0,N,No,No,2.0,Yes,Yes,Fiber optic,No,No,Yes,0,No,No,0,No,Mailed check,80.6,155.8,,1,92,2683
86,3020,1,United States,California,Palomar Mountain,92060,"33.309852, -116.823091",33.309852,-116.823091,1,n,Yes,No,738.0,Yes,Yes,DSL,No,Yes,Yes,1,No,Yes,1,Yes,Bank transfer (automatic),75.8,1538.25,Yes,1,81,4903
87,4738,1,United States,California,Pauma Valley,92061,"33.313828, -116.940501",33.313828,-116.940501,0,N,No,No,34.0,Yes,Yes,Fiber optic,No,Yes,Yes,0,Yes,Yes,1,Yes,Electronic check,925.0,4759.85,Yes,1,91,5250
88,924,1,United States,California,Ranchita,92066,"33.215251, -116.53633",33.215251,-116.53633,1,N,Yes,No,63.0,Yes,Yes,Fiber optic,No,Yes,Yes,0,Yes,Yes,0,Yes,Electronic check,925.0,8784.8,Yes,1,98,4352
89,1370,1,United States,California,Valley Center,92082,"33.25283, -116.986079",33.25283,-116.986079,1,y,No,No,34.0,Yes,No,Fiber optic,No,No,No,0,Yes,Yes,0,Yes,Electronic check,90.4,8784.8,Yes,1,76,4157
90,126,1,United States,California,San Diego,92103,"32.747484, -117.166877",32.747484,-117.166877,0,N,Yes,No,34.0,Yes,Yes,Fiber optic,No,Yes,Yes,0,No,No,0,Yes,Bank transfer (automatic),84.8,1538.25,Yes,1,73,4939
91,428,1,United States,California,San Diego,92104,"32.741499, -117.127409",32.741499,-117.127409,1,Y,No,No,21.0,No,No phone service,DSL,Yes,No,No,0,Yes,No,0,Yes,Electronic check,41.9,840.1,Yes,1,97,4778
92,3191,1,United States,California,San Diego,92105,"32.741859, -117.090353",32.741859,-117.090353,0,N,No,No,10.0,Yes,No,Fiber optic,No,No,No,0,No,Yes,0,Yes,Bank transfer (automatic),74.55,846.0,Yes,1,85,3598
93,6392,1,United States,California,San Diego,92108,"32.774046, -117.142454",32.774046,-117.142454,1,Y,Yes,No,27.0,No,No phone service,DSL,Yes,No,No,0,No,No,0,No,Credit card (automatic),74.55,805.1,Yes,1,91,2927
94,683,1,United States,California,San Diego,92116,"32.765299, -117.122565",32.765299,-117.122565,1,n,No,No,5.0,Yes,No,Fiber optic,No,No,Yes,0,Yes,Yes,0,No,Bank transfer (automatic),74.55,1538.25,,1,98,5383
95,159,1,United States,California,San Diego,92122,"32.85723, -117.209774",32.85723,-117.209774,0,N,No,No,2.0,Yes,Yes,Fiber optic,No,No,No,0,Yes,No,0,Yes,Electronic check,85.65,181.5,Yes,1,73,3878
96,6762,1,United States,California,San Diego,92129,"32.961064, -117.134917",32.961064,-117.134917,1,N,Yes,No,34.0,Yes,Yes,Fiber optic,No,No,Yes,1,Yes,Yes,0,Yes,Bank transfer (automatic),104.95,2566.5,,1,66,3642
97,4904,1,United States,California,San Diego,92154,"32.578103, -117.012975",32.578103,-117.012975,1,y,No,No,34.0,Yes,No,DSL,No,Yes,No,0,No,No,0,No,Mailed check,74.55,50.65,Yes,1,76,2431
98,3655,1,United States,California,Indio,92201,"33.713891, -116.237257",33.713891,-116.237257,1,N,No,No,1.0,Yes,Yes,Fiber optic,No,Yes,No,0,No,Yes,0,Yes,Credit card (automatic),925.0,90.85,Yes,1,81,3424
99,3453,1,United States,California,Indian Wells,92210,"33.537646, -116.291089",33.537646,-116.291089,0,Y,Yes,No,11.0,Yes,No,No,No internet service,No internet service,No internet service,0,No internet service,No internet service,0,No,Mailed check,19.95,1538.25,Yes,1,80,5888
100,363,1,United States,California,Palm Desert,92211,"33.762759, -116.324817",33.762759,-116.324817,0,Y,Yes,No,55.0,Yes,Yes,Fiber optic,No,Yes,Yes,0,No,No,0,Yes,Electronic check,825.0,4874.7,Yes,1,100,5502
101,4677,1,United States,California,Desert Hot Springs,92240,"33.948558, -116.516976",33.948558,-116.516976,0,N,No,No,34.0,Yes,No,Fiber optic,No,Yes,No,0,No,No,0,Yes,Credit card (automatic),74.55,2524.45,,1,94,5795
102,670,1,United States,California,Holtville,92250,"32.811001, -115.152865",32.811001,-115.152865,1,N,Yes,No,69.0,Yes,Yes,Fiber optic,No,No,Yes,0,Yes,Yes,0,Yes,Credit card (automatic),99.45,7007.6,,1,80,4020
103,3366,1,United States,California,Niland,92257,"33.345825, -115.596574",33.345825,-115.596574,0,N,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,0,No internet service,No internet service,0,Yes,Mailed check,19.9,19.9,Yes,1,92,3351
104,5666,1,United States,California,North Palm Springs,92258,"33.906496, -116.569499",33.906496,-116.569499,0,y,No,No,34.0,Yes,No,No,No internet service,No internet service,No internet service,0,No internet service,No internet service,0,Yes,Mailed check,74.55,19.6,Yes,1,95,3448
105,217,1,United States,California,Ocotillo,92259,"32.698964, -115.886656",32.698964,-115.886656,0,y,No,No,3.0,Yes,Yes,Fiber optic,No,Yes,No,0,No,No,0,Yes,Electronic check,81.35,233.7,,1,73,2818
106,391,1,United States,California,Seeley,92273,"32.790282, -115.689559",32.790282,-115.689559,1,N,Yes,No,34.0,Yes,No,Fiber optic,No,Yes,No,0,No,Yes,0,No,Electronic check,83.3,8784.8,,1,88,3804
107,3950,1,United States,California,Thermal,92274,"33.53604, -116.119222",33.53604,-116.119222,0,Y,No,No,638.0,Yes,No,Fiber optic,No,No,Yes,0,No,No,0,Yes,Bank transfer (automatic),74.55,75.3,Yes,1,67,4902
108,6399,1,United States,California,Adelanto,92301,"34.667815, -117.536183",34.667815,-117.536183,0,N,Yes,No,61.0,Yes,No,No,No internet service,No internet service,No internet service,0,No internet service,No internet service,0,Yes,Mailed check,19.4,1182.55,Yes,1,82,4221
109,2052,1,United States,California,Apple Valley,92307,"34.55082, -117.122396",34.55082,-117.122396,1,N,No,No,12.0,Yes,No,DSL,No,No,No,0,No,No,0,Yes,Bank transfer (automatic),925.0,518.9,Yes,1,68,2887
110,5505,1,United States,California,Crestline,92325,"34.248061, -117.29028",34.248061,-117.29028,0,N,No,No,60.0,Yes,Yes,Fiber optic,No,Yes,Yes,0,Yes,Yes,0,Yes,Electronic check,105.9,6396.45,Yes,1,84,4105
111,2882,1,United States,California,Daggett,92327,"34.875144, -116.821698",34.875144,-116.821698,0,N,No,No,638.0,Yes,No,Fiber optic,No,No,No,0,No,No,0,No,Mailed check,69.55,1538.25,Yes,1,73,2792
112,155,1,United States,California,Ludlow,92338,"34.702766, -116.093376",34.702766,-116.093376,0,N,Yes,No,28.0,Yes,No,Fiber optic,No,No,No,0,No,Yes,0,Yes,Electronic check,81.05,2227.1,,1,98,5201
113,602,1,United States,California,Lucerne Valley,92356,"34.508417, -116.856103",34.508417,-116.856103,0,N,Yes,No,4.0,Yes,Yes,Fiber optic,No,No,Yes,0,Yes,Yes,0,No,Electronic check,74.55,385.9,Yes,1,84,4417
114,2688,1,United States,California,Lytle Creek,92358,"34.238162, -117.534306",34.238162,-117.534306,1,N,No,No,7.0,Yes,Yes,Fiber optic,No,Yes,No,0,Yes,Yes,0,Yes,Electronic check,74.55,673.25,,1,98,2031
